aja,bagus,baik,banget,bgt,bintang,dajjal,dark,event,ga,gak,game,gamenya,grafik,gratis,guna,gw,hero,imbang,jaring,kalah,kali,kalo,kasih,keren,latih,legend,main,menang,moba,mobile,monton,moonton,ngasih,nya,pindah,rank,segi,seru,sih,sinyal,sistem,skin,suka,teman,terima,tim,tolol,tolong,yg,status,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4792880879632092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207119120367909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.22591684878833762,0.0,0.0,0.0,0.0,0.0,0.34874154486887937,0.0,0.0,0.0,0.18532430507824546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24001730126453757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16593198132034503,0.0,0.07958285875613928,0.0,0.0,0.0,0.0,0.0,0.0,0.18118957556572265,0.0,0.0,0.20435335922831815,0.0,0.0,0.0,0.0,0.0,0.10306938950884348,0.0,0.0,0.0,0.0,0.0,0.0,0.13137215020603726,0.0,0.0,0.0,0.13450068541459428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.11977365371330917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10388619212897303,0.0,0.04982499509212764,0.0,0.0,0.0,0.0,0.0,0.0,0.22687724101417484,0.0,0.0,0.0,0.0,0.08224907777333536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11343862050708742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08224907777333536,0.11343862050708742,0.10826252149056974,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3760276262528814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25879662856933305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36517574517778556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4307378191997099,0.0,0.0,0.18919050347829675,0.38007167732199343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23945194583776758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2614697666447493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49907828751748323,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.7209033980086675,0.0,0.0,0.0,0.0,0.11286024354360924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07308380588277018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09315255256495296,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31704396005322194,0.35075400942530727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3322020305214707,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239586242571188,0.11490827717922973,0.0,0.0,0.0,0.0,0.0,0.0,0.26161641208304687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1942031523116693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18968591585486613,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3760276262528814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25879662856933305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36517574517778556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269365372750346,0.0,0.0,0.0,0.1431431134362539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615916859604563,0.0,0.0,0.0,0.0,0.0,0.32589982785294386,0.0,0.0,1,negatif
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.3232531109110022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13258563596575584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3018631836330395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24229806949020247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3995924995722793,0.0,0.0,0.0,0.21234694686448913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38806055356323155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058835179631158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941164820368843,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42291261628713495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770873837128652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024476248603093,0.0,0.0,0.0968235121792061,0.0,0.0,0.0,0.037981947752097574,0.15061190621507733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04841175608960305,0.0,0.06372325290370644,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15919796041495152,0.0,0.0,0.0,0.0,0.0,0.0,0.36708865715153444,0.0,0.17383635540894415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17383635540894415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12604067161562593,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758039565190774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30512911694703143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095334632669456,0.0,0.0,0.2095334632669456,2,negatif
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45417645591537525,0.1725232062355734,0.0,0.0,0.0,0.13535487936309715,0.0,0.0,0.0,0.23794545848595422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
