aja,bagus,baik,banget,bgt,bintang,dajjal,dark,event,ga,gak,game,gamenya,grafik,gratis,guna,gw,hero,imbang,jaring,kalah,kali,kalo,kasih,keren,latih,legend,main,menang,moba,mobile,monton,moonton,ngasih,nya,pindah,rank,segi,seru,sih,sinyal,sistem,skin,suka,teman,terima,tim,tolol,tolong,yg,status,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385083905044216,0.0,0.0664301938079856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0860351038874315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512443610212617,0.0,0.0,0.0,0.0,0.5577819507788996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.11573535089872457,0.0,0.0,0.0,0.23147070179744914,0.23147070179744914,0.0,0.0,0.0,0.0,0.0,0.048145089606411916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07947595804314764,0.0,0.12362726025671551,0.0,0.0,0.0,0.0,0.0,0.0,0.09059897955695428,0.0,0.0,0.07947595804314764,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684133824861553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23545972403892892,0.0,0.0,0.0,0.0,0.0,0.0,0.26066716943598683,0.0,0.0,0.0,0.0,0.23545972403892892,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073204477295816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49267955227041826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10117122637614212,0.0,0.11209758874980899,0.0,0.053763273971622366,0.0,0.0,0.0,0.0,0.12924083077708715,0.0,0.0,0.0,0.0,0.0,0.0,0.08875022855626488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12240506239907402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09825149910026067,0.11681983295720991,0.0,0.0,0.0,0.08875022855626488,0.0,0.0,0.08875022855626488,2,negatif
0.0,0.3150128946044933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584116505536084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4265754548418983,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.307229711593671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13885133425739085,0.10548797527556483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16408974102918192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14548990358680053,0.0,0.0,0.13885133425739085,0.0,2,negatif
0.0,0.0,0.0,0.0,0.08379572871138084,0.0,0.0,0.0,0.0,0.07268058460781926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08950969847465313,0.0,0.0,0.11508576709787433,0.0,0.0,0.0,0.09029173791653247,0.0,0.0,0.0,0.0,0.0757423406498766,0.0,0.05754288354893716,0.0,0.17901939694930627,0.0,0.0,0.0,0.0,0.06370321139680842,0.0,0.0,0.0,0.0,0.11508576709787433,0.0,0.0,0.05754288354893716,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223306176359245,0.0,0.0,0.0,0.0,0.0,0.2663191359316004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24072390115240358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24072390115240358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.3561850409982884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373214471081996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27060048791971564,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254042319904316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4745957680095684,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11927342281315914,0.0,0.05720488531246802,0.0,0.0,0.1375140752438864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09443150074335502,0.0,0.0,0.0,0.14817443600880056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302407208292494,0.0,0.0,0.0,0.0,0.0,0.0,0.12429795756237141,0.0,0.0,0.0,0.09443150074335502,0.0,0.0,0.09443150074335502,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20035770074749448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24081862751569896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16537117646270524,0.228081318811396,0.0,0.16537117646270524,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853691963279351,0.0,0.0,0.0,0.0,0.11048844509578434,0.0,0.0,0.0,0.0,0.0,0.0,0.5633138868610245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14082847171525611,0.0,0.0,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511673595746684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4883264042533159,0.0,2,negatif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12148261541092426,0.0,0.0,0.0,0.0,0.0,0.10980723935446214,0.08342262904459606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11505719230035454,0.0,0.12148261541092426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16684525808919212,0.11505719230035454,0.0,0.16684525808919212,2,negatif
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.0,0.09820338669222273,0.07138374800437684,0.0,0.0,0.0,0.0,0.0,0.0,0.09423368084506263,0.13558662386400774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20579710433698284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10289855216849142,0.0,0.0,0.0,0.1086449702926329,0.0,0.0,0.0,0.08504854710400009,0.0,0.0,0.0,0.0,0.09820338669222273,0.0,2,negatif
0.0,0.0,0.0,0.0,0.25857470651749265,0.0,0.0,0.0,0.0,0.0,0.2242758804475222,0.0,0.2160917474955085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30105766553947677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.16304854991441173,0.0,0.0,0.10712890406449542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678270466617766,0.0,0.0,0.0,0.0,0.32609709982882346,0.0,0.0,0.0,0.0,0.0,0.0,0.3358983995304927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.0,0.14827533971407542,0.0,0.09605643081442973,0.0,0.1461964153466723,0.0,0.0,0.0,0.0,0.12680408773055474,0.12163335510445702,0.0,0.0,0.0,0.0,0.0,0.1144442552983103,0.0,0.0,0.0,0.0,0.0,0.1003937006448283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1461964153466723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.07652421407882831,0.13639972975704168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14292108633850834,0.0,0.11812829711842673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15090258173907317,0.08130042289054033,0.0,0.15090258173907317,0.14292108633850834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.07732481608519562,0.1378267538516499,0.1001858550565306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15248133574733852,0.0,0.0,0.15248133574733852,0.14441633734960577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11591940203344951,0.0,0.11936416412889149,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.3150128946044933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584116505536084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4265754548418983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41908034361785396,0.0,0.0,0.0,0.318045832041683,0.0,0.2628738243404629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.0,0.17000690812573482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15648246958168932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1291574518671804,0.0,0.0,0.0,0.0,0.0,0.18808308048224984,0.17813504497157284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17813504497157284,0.0,0.0,0.0,0.0,4,positif
0.0,0.14211615531301292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23420350115139987,0.0,0.0,0.0,0.0,0.21938074924690706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15098624227128513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533133520173949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.18728399996266087,0.0,0.12132720531784602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15363297306732793,0.0,0.14455254627200062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09948660421335098,0.0,0.0,0.0,0.0,0.16691113584263734,0.0,0.12680553532417618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.0,0.28055970842747446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25824054165716653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16722630595991203,0.0,0.0,0.29397344395544694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
0.0,0.10346771228787631,0.0,0.0,0.0,0.0,0.0,0.0,0.19324233537257293,0.0,0.0,0.0,0.0,0.0,0.20403404463314706,0.0,0.0,0.15972022459081603,0.0,0.0,0.0,0.0,0.0,0.0,0.15511081623478878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844248668807989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,positif
